,X,Latitude,Longitude,Crop.productivity,Forest.productivity,Grassland.productivity,Financial.capital,Human.capital,Social.capital,Manufactured.capital,Urban.capital,FR,BT,Region
19511,19511,147,162,0,0.09584134,0.2031798,0.4519286,0.5259519,0.6140176,0.2862527,0.01388154,Ext_AF,0,SE
19512,19512,147,163,0,0.09801555,0.2071803,0.4624043,0.5381434,0.6282505,0.292888,0.00378356,Ext_AF,0,SE
19513,19513,147,164,0,0.09812349,0.2075513,0.4624043,0.5381434,0.6282505,0.292888,0.002666446,Ext_AF,0,SE
19514,19514,147,165,0,0.09827772,0.2077376,0.4624043,0.5381434,0.6282505,0.292888,0.001057269,Ext_AF,0,SE
19515,19515,147,166,0,0.09805696,0.2075613,0.4624043,0.5381434,0.6282505,0.292888,0.01645749,Ext_AF,0,SE
19516,19516,147,167,0,0.08171777,0.1736172,0.3856988,0.448874,0.5240337,0.2443026,0.02102103,Ext_AF,0,SE
19517,19517,148,150,0,0.1222251,0.1837114,0.4535398,0.5104602,0.6251975,0.2422189,0.009998555,MF,0,SE
19518,19518,148,151,0,0.1223442,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.0355938,MF,0,SE
19519,19519,148,152,0,0.1199247,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0,MF,0,SE
19520,19520,148,153,0,0.1109311,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.000985959,MF,0,SE
19521,19521,148,154,0,0.1220374,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.007761949,MF,0,SE
19522,19522,148,155,0,0.1316846,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.01597387,MF,0,SE
19523,19523,148,156,0,0.1329952,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.0117124,MF,0,SE
19524,19524,148,157,0,0.1331806,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.01341964,MF,0,SE
19525,19525,148,158,0,0.1327779,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.01944127,MF,0,SE
19526,19526,148,159,0,0.1314171,0.1837115,0.4601572,0.5355283,0.6251975,0.2914648,0.03237785,MF,0,SE
19527,19527,148,160,0,0.1141827,0.1585001,0.3970083,0.4620359,0.5393995,0.251466,0.01914254,MF,0,SE
19528,19528,148,161,0,0.07786967,0.1637486,0.3618355,0.4211021,0.4916117,0.2291875,0.009792585,Ext_AF,0,SE
19529,19529,148,162,0,0.0792258,0.1661549,0.3656623,0.4255556,0.496811,0.2316114,0.08550022,Ext_AF,0,SE
19530,19530,148,163,0,0.072189,0.1549987,0.3443852,0.4007935,0.4679026,0.2181345,0.04625987,Ext_AF,0,SE
19531,19531,148,164,0,0.07364199,0.154721,0.3390495,0.3945838,0.4606532,0.2147548,0.00684049,Ext_AF,0,SE
19532,19532,148,165,0,0.07624321,0.1588372,0.3526845,0.4104522,0.4791786,0.2233913,0.0106607,Ext_AF,0,SE
19533,19533,148,166,0,0.0693547,0.1432287,0.3181042,0.3702078,0.4321957,0.201488,0.01997191,MF,0,SE
19534,19534,148,167,0,0.06136784,0.1255496,0.2802568,0.3261612,0.3807739,0.1775154,0.00444124,MF,0,SE
19535,19535,148,168,0,0.02347561,0.04803379,0.1076403,0.1252711,0.1462466,0.06817964,0,MF,0,SE
19536,19536,149,151,0,0.1231547,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0,MF,0,SE
19537,19537,149,152,0,0.1185143,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0,MF,0,SE
19538,19538,149,153,0,0.1143332,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0.01135879,MF,0,SE
19539,19539,149,154,0,0.1188678,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0.01886546,MF,0,SE
19540,19540,149,155,0,0.125825,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0.03137001,MF,0,SE
19541,19541,149,156,0,0.126643,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0.003252893,MF,0,SE
19542,19542,149,157,0,0.1261724,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0,MF,0,SE
19543,19543,149,158,0,0.1254117,0,0.457906,0.5329083,0.6221389,0.2900388,0.004741059,MF,0,SE
19544,19544,149,159,0,0.1246115,0.1828127,0.457906,0.5329083,0.6221389,0.2900388,0.03182436,MF,0,SE
19545,19545,149,160,0,0.1237487,0.1827158,0.4576632,0.5326258,0.621809,0.2898851,0.01361016,MF,0,SE
19546,19546,149,161,0,0.1261966,0.1805766,0.452305,0.5263899,0.6145289,0.2864911,0.04781281,MF,0,SE
19547,19547,149,162,0,0.09285479,0.202813,0.447576,0.5208863,0.6081039,0.2834958,0.05729554,Ext_AF,0,SE
19548,19548,149,163,0,0.06288449,0.133816,0.2969699,0.3456118,0.4034813,0.1881015,0.1099056,Multifun,0,SE
19549,19549,149,164,0,0.07923863,0.1690249,0.367364,0.4275361,0.4991231,0.2326893,0.009656936,Ext_AF,0,SE
19550,19550,149,165,0,0.08065521,0.1699839,0.3754617,0.4369601,0.5101251,0.2378184,0.002866993,Ext_AF,0,SE
19551,19551,149,166,0,0.08039973,0.1674348,0.3675568,0.4277604,0.499385,0.2328114,0.03651793,MF,0,SE
19552,19552,149,167,0,0.09447702,0.1967034,0.4319037,0.5026469,0.5868105,0.2735689,0.009421911,MF,0,SE
19553,19553,149,168,0,0.07877532,0.1632638,0.3601183,0.4191036,0.4892786,0.2280999,0.01784543,MF,0,SE
19554,19554,150,151,0,0.1213543,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.02196356,MF,0,SE
19555,19555,150,152,0,0.1206737,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.001343237,MF,0,SE
19556,19556,150,153,0,0.1141196,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.000301409,MF,0,SE
19557,19557,150,154,0,0.1150943,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.01599435,MF,0,SE
19558,19558,150,155,0,0.1173673,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.009081591,MF,0,SE
19559,19559,150,156,0,0.1207043,0,0.4556509,0.5302838,0.6190749,0.2886104,0,MF,0,SE
19560,19560,150,157,0,0.1260357,0,0.4556509,0.5302838,0.6190749,0.2886104,0.009461629,MF,0,SE
19561,19561,150,158,0,0.1255242,0,0.4556509,0.5302838,0.6190749,0.2886104,0.009487839,MF,0,SE
19562,19562,150,159,0,0.1252,0,0.4556509,0.5302838,0.6190749,0.2886104,0.000982856,MF,0,SE
19563,19563,150,160,0,0.1234099,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.000491428,MF,0,SE
19564,19564,150,161,0,0.1237083,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.02988538,MF,0,SE
19565,19565,150,162,0,0.1229207,0.1819124,0.4556509,0.5302838,0.6190749,0.2886104,0.007187955,MF,0,SE
19566,19566,150,163,0,0.09789655,0.208412,0.4556509,0.5302838,0.6190749,0.2886104,0.01950642,MF,0,SE
19567,19567,150,164,0,0.09408719,0.2068225,0.4556509,0.5302838,0.6190749,0.2886104,0.002745445,Ext_AF,0,SE
19568,19568,150,165,0,0.09869998,0.2056851,0.4556509,0.5302838,0.6190749,0.2886104,0.003387578,MF,0,SE
19569,19569,150,166,0,0.09800649,0.2060932,0.4556509,0.5302838,0.6190749,0.2886104,0,MF,0,SE
19570,19570,150,167,0,0.09302436,0.2114186,0.4556509,0.5302838,0.6190749,0.2886104,0.005949556,Ext_AF,0,SE
19571,19571,150,168,0,0.09390576,0.1993429,0.4375343,0.5091999,0.5944607,0.2771353,0.003649275,MF,0,SE
19572,19572,150,169,0,0.07605255,0.1635517,0.3477322,0.4046887,0.47245,0.2202544,0.03497333,MF,0,SE
19573,19573,150,170,0,0.09943351,0.2058268,0.4545601,0.5290144,0.6175929,0.2879195,0.03873642,MF,0,SE
19574,19574,150,171,0,0.09891653,0.2100844,0.4556509,0.5302838,0.6190749,0.2886104,0.00560228,Ext_AF,0,SE
19575,19575,151,150,0,0.117158,0.1810104,0.4533918,0.5276547,0.6160056,0.2871795,0,MF,0,SE
19576,19576,151,151,0,0.1155379,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0,MF,0,SE
19577,19577,151,152,0,0.1153787,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0.000769347,MF,0,SE
19578,19578,151,153,0,0.1108909,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0.01895332,MF,0,SE
19579,19579,151,154,0,0.1378677,0,0.4533918,0.5276547,0.6160056,0.2871795,0.004870357,MF,0,SE
19580,19580,151,155,0,0.1372587,0,0.4533918,0.5276547,0.6160056,0.2871795,0,MF,0,SE
19581,19581,151,157,0,0.1219947,0,0.4533918,0.5276547,0.6160056,0.2871795,0,MF,0,SE
19582,19582,151,158,0,0.1221926,0,0.4533918,0.5276547,0.6160056,0.2871795,0.01837305,MF,0,SE
19583,19583,151,159,0,0.1220575,0,0.4533918,0.5276547,0.6160056,0.2871795,0.000788907,MF,0,SE
19584,19584,151,160,0,0.1220082,0.1810104,0.4533918,0.5276547,0.6160056,0.2871795,0.007954264,MF,0,SE
19585,19585,151,161,0,0.123577,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0.002073325,MF,0,SE
19586,19586,151,162,0,0.126393,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0.005685343,MF,0,SE
19587,19587,151,163,0,0.1271585,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0.03358395,MF,0,SE
19588,19588,151,164,0,0.1241945,0.1810105,0.4533918,0.5276547,0.6160056,0.2871795,0.006969761,MF,0,SE
19589,19589,151,165,0,0.09504695,0.2101114,0.4533918,0.5276547,0.6160056,0.2871795,0.01667136,Ext_AF,0,SE
19590,19590,151,166,0,0.08617931,0.2091549,0.4533918,0.5276547,0.6160056,0.2871795,0.003351223,Ext_AF,0,SE
19591,19591,151,167,0,0.08643458,0.2121934,0.4533918,0.5276547,0.6160056,0.2871795,0.004172729,Ext_AF,0,SE
19592,19592,151,168,0,0.08753859,0.2121759,0.4533918,0.5276547,0.6160056,0.2871795,0.01026882,Ext_AF,0,SE
19593,19593,151,169,0,0.09787824,0.2043431,0.4533918,0.5276547,0.6160056,0.2871795,0.1129245,Ext_AF,0,SE
19594,19594,151,170,0,0.09777068,0.2007661,0.4533918,0.5276547,0.6160056,0.2871795,0.04016903,Ext_AF,0,SE
19595,19595,151,171,0,0.09695984,0.2009249,0.4533918,0.5276547,0.6160056,0.2871795,0.005574505,Ext_AF,0,SE
19596,19596,151,172,0,0.09666391,0.2009866,0.4533918,0.5276547,0.6160056,0.2871795,0.00762175,Ext_AF,0,SE
19597,19597,151,173,0,0.09666286,0.2023489,0.4533918,0.5276547,0.6160056,0.2871795,0.002418879,Ext_AF,0,SE
19598,19598,152,158,0,0.133921,0,0.4511283,0.5250204,0.6129302,0.2857458,0.01809319,MF,0,SE
19599,19599,152,159,0,0.132361,0,0.4511283,0.5250204,0.6129302,0.2857458,0.02457404,MF,0,SE
19600,19600,152,160,0,0.1325829,0.165649,0.4511283,0.5250204,0.6129302,0.2857458,0.009919141,MF,0,SE
19601,19601,152,162,0,0.1213356,0.1801068,0.4511283,0.5250204,0.6129302,0.2857458,0,MF,0,SE
19602,19602,152,163,0,0.1190083,0.1801068,0.4511283,0.5250204,0.6129302,0.2857458,0.00282848,MF,0,SE
19603,19603,152,164,0,0.1115219,0.1801068,0.4511283,0.5250204,0.6129302,0.2857458,0.002789556,MF,0,SE
19604,19604,152,165,0,0.1173839,0.1801068,0.4511283,0.5250204,0.6129302,0.2857458,0.006188921,MF,0,SE
19605,19605,152,166,0,0.08460006,0.2068307,0.4511283,0.5250204,0.6129302,0.2857458,0,Ext_AF,0,SE
19606,19606,152,167,0,0.08459712,0.2081284,0.4511283,0.5250204,0.6129302,0.2857458,0.00341234,Ext_AF,0,SE
19607,19607,152,168,0,0.08784731,0.2074219,0.4511283,0.5250204,0.6129302,0.2857458,0,Ext_AF,0,SE
19608,19608,152,169,0,0.09759327,0.204186,0.4511283,0.5250204,0.6129302,0.2857458,0.01625727,Ext_AF,0,SE
19609,19609,152,170,0,0.09659407,0.206145,0.4511283,0.5250204,0.6129302,0.2857458,0.01012674,Ext_AF,0,SE
19610,19610,152,171,0,0.09617868,0.2024042,0.4511283,0.5250204,0.6129302,0.2857458,0,Ext_AF,0,SE
19611,19611,152,172,0,0.09617924,0.1991442,0.4511283,0.5250204,0.6129302,0.2857458,0.01025648,Ext_AF,0,SE
19612,19612,152,173,0,0.09618242,0.2009628,0.4511283,0.5250204,0.6129302,0.2857458,0.001959176,Ext_AF,0,SE
19613,19613,152,174,0,0.09617868,0.2044226,0.4511283,0.5250204,0.6129302,0.2857458,0.002075948,Ext_AF,0,SE
19614,19614,153,165,0,0.1234013,0.1792016,0.4488611,0.5223819,0.6098499,0.2843098,0.002704534,MF,0,SE
19615,19615,153,166,0,0.1199849,0,0.4488611,0.5223819,0.6098499,0.2843098,0.000606745,MF,0,SE
19616,19616,153,167,0,0.08497277,0.2069853,0.4488611,0.5223819,0.6098499,0.2843098,0.005215427,Ext_AF,0,SE
19617,19617,153,168,0,0.09332795,0.198872,0.4488611,0.5223819,0.6098499,0.2843098,0.003472648,Ext_AF,0,SE
19618,19618,153,169,0,0.09564099,0.2053168,0.4488611,0.5223819,0.6098499,0.2843098,0.003059545,Ext_AF,0,SE
19619,19619,153,170,0,0.0956985,0.1992077,0.4488611,0.5223819,0.6098499,0.2843098,0.01129579,Ext_AF,0,SE
19620,19620,153,171,0,0.09569801,0.1983533,0.4488611,0.5223819,0.6098499,0.2843098,0.009701468,Ext_AF,0,SE
19621,19621,153,172,0,0.09569954,0.202656,0.4488611,0.5223819,0.6098499,0.2843098,0.003530741,Ext_AF,0,SE
19622,19622,153,173,0,0.09569423,0.1985552,0.4488611,0.5223819,0.6098499,0.2843098,0.00550589,Ext_AF,0,SE
19623,19623,153,174,0,0.09530581,0.1967451,0.4470061,0.5202231,0.6073296,0.2831348,0.02513372,Ext_AF,0,SE
19624,19624,153,175,0,0.08104883,0.1670037,0.3801613,0.4424295,0.5165103,0.2407952,0,Ext_AF,0,SE
19625,19625,154,167,0,0.1201634,0,0.4465897,0.5197385,0.6067639,0.2828711,0.008785396,MF,0,SE
19626,19626,154,168,0,0.08373141,0.212531,0.4465897,0.5197385,0.6067639,0.2828711,0.01624142,Ext_AF,0,SE
19627,19627,154,169,0,0.09139071,0.2060779,0.4465897,0.5197385,0.6067639,0.2828711,0.01141845,Ext_AF,0,SE
19628,19628,154,170,0,0.09520944,0.197812,0.4465897,0.5197385,0.6067639,0.2828711,0.004167925,Ext_AF,0,SE
19629,19629,154,171,0,0.09521005,0.1984284,0.4465897,0.5197385,0.6067639,0.2828711,0.001245882,Ext_AF,0,SE
19630,19630,154,172,0,0.08215887,0.1738303,0.3853641,0.4484844,0.523579,0.2440906,0.002621192,Ext_AF,0,SE
19631,19631,154,174,0,0.06513292,0.1375434,0.3054973,0.355536,0.4150672,0.1935028,0.003268488,Ext_AF,0,SE
19632,19632,155,168,0,0.07877892,0.1986385,0.4200814,0.4888882,0.570748,0.2660806,0.04128336,Ext_AF,0,SE
19633,19633,155,169,0,0.07356029,0.1717905,0.3757846,0.4373359,0.5105638,0.2380229,0.01139137,Ext_AF,0,SE
19634,19634,155,171,0,0.06000961,0.1246574,0.2814764,0.3275806,0.3824309,0.1782879,0,Ext_AF,0,SE
19635,19635,124,141,0.18876,0,0.1540179,0.2009742,0.2454565,0.2732316,0.1526171,0.07585799,Mix_Fa,0,SE
19636,19636,124,142,0.3750043,0,0.3060803,0.3993104,0.4876913,0.5428769,0.3032311,0.04723692,IP,0,SE
19637,19637,124,143,0.4444993,0,0.3628535,0.473331,0.5780951,0.6435106,0.3594413,0.02607253,IP,0,SE
19638,19638,124,144,0.4283319,0,0.349645,0.4561104,0.557063,0.6200986,0.3463643,0.03273729,IP,0,SE
19639,19639,124,145,0.3099273,0,0.2531756,0.3301032,0.4031662,0.4487872,0.250676,0.01662509,Int_Fa,0,SE
19640,19640,124,146,0.2329575,0,0.1874575,0.2474325,0.3021976,0.3363934,0.187897,0.02781767,Int_Fa,0,SE
19641,19641,124,147,0.2291117,0,0.1829688,0.2430144,0.2968016,0.3303868,0.1845419,0.02162108,IP,0,SE
19642,19642,124,148,0.3438241,0,0.2745555,0.3646903,0.4454086,0.4958097,0.276941,0.005022066,IP,0,SE
19643,19643,124,149,0.2079833,0,0.1660625,0.2206078,0.2694357,0.2999242,0.1675266,0.0124819,IP,0,SE
19644,19644,125,141,0.2092058,0,0.1707425,0.2227605,0.2720648,0.3028509,0.1691613,0.1397305,P-Ur,0,SE
19645,19645,125,142,0.461307,0,0.3765481,0.4912181,0.5999412,0.6678288,0.3730246,0.2419511,Multifun,0,SE
19646,19646,125,143,0.4792368,0,0.3914823,0.5104346,0.6234109,0.6939542,0.3876173,0.06217464,Int_Fa,0,SE
19647,19647,125,144,0.47947,0,0.3908586,0.5104346,0.6234109,0.6939542,0.3876173,0.03684206,Mix_P,0,SE
19648,19648,125,145,0.4804067,0,0.3883337,0.5104346,0.6234109,0.6939542,0.3876173,0.02359184,Int_Fa,0,SE
19649,19649,125,146,0.4810045,0,0.3858024,0.5104346,0.6234109,0.6939542,0.3876173,0.02387095,Int_Fa,0,SE
19650,19650,125,147,0.481243,0,0.3844172,0.5104346,0.6234109,0.6939542,0.3876173,0.02465685,IP,0,SE
19651,19651,125,148,0.4811278,0,0.3842587,0.5104346,0.6234109,0.6939542,0.3876173,0.01168575,Int_Fa,0,SE
19652,19652,125,149,0.4380582,0,0.3498055,0.4646431,0.5674843,0.6316991,0.3528438,0.02498555,IP,0,SE
19653,19653,126,141,0.1512368,0,0.1234314,0.1610356,0.1966782,0.2189337,0.1222883,0.04621242,IP,0,SE
19654,19654,126,142,0.4430593,0,0.3616162,0.4717719,0.5761909,0.6413909,0.3582574,0.0939063,IP,0,SE
19655,19655,126,143,0.4764813,0,0.3883584,0.5082837,0.620784,0.6910301,0.385984,0.1081003,IP,0,SE
19656,19656,126,144,0.4746724,0,0.3835456,0.5082837,0.620784,0.6910301,0.385984,0.02802709,IP,0,SE
19657,19657,126,145,0.4753904,0,0.383044,0.5082837,0.620784,0.6910301,0.385984,0.007123795,IP,0,SE
19658,19658,126,146,0.4728862,0,0.3822281,0.5082837,0.620784,0.6910301,0.385984,0.004044619,IP,0,SE
19659,19659,126,147,0.4754906,0,0.3821911,0.5082837,0.620784,0.6910301,0.385984,0,Mix_P,0,SE
19660,19660,126,148,0.4784814,0,0.3822367,0.5082837,0.620784,0.6910301,0.385984,0.01391846,Mix_Fa,0,SE
19661,19661,126,149,0.1615163,0,0.1290759,0.1712912,0.2092037,0.2328766,0.1300763,0.007640873,Int_Fa,0,SE
19662,19662,127,140,0.183096,0,0.1486393,0.1962053,0.2396322,0.2667482,0.1489957,0.06081953,Mix_P,0,SE
19663,19663,127,141,0,0,0.2390529,0.4880099,0.596023,0.6634671,0.3705883,0.04346057,EP,0,SE
19664,19664,127,142,0,0.08107159,0.2493466,0.5061285,0.6181517,0.6880999,0.3843473,0.02013734,EP,0,SE
19665,19665,127,143,0,0.1605258,0.2462229,0.5061285,0.6181517,0.6880999,0.3843473,0.03461584,EP,0,SE
19666,19666,127,144,0,0.1086228,0.2436496,0.5061285,0.6181517,0.6880999,0.3843473,0.009365867,EP,0,SE
19667,19667,127,145,0,0.1092808,0.2431652,0.5061285,0.6181517,0.6880999,0.3843473,0.05988766,EP,0,SE
19668,19668,127,146,0,0.1118364,0.2395028,0.5061285,0.6181517,0.6880999,0.3843473,0.005010666,EP,0,SE
19669,19669,127,147,0.4734268,0,0.3812402,0.5061285,0.6181517,0.6880999,0.3843473,0.01338605,Mix_P,0,SE
19670,19670,127,148,0.4767603,0,0.3818847,0.5061285,0.6181517,0.6880999,0.3843473,0.02855643,Mix_P,0,SE
19671,19671,127,149,0.3813134,0,0.3055345,0.4043376,0.4938311,0.5497116,0.3070486,0.05529058,Mix_Fa,0,SE
19672,19672,128,140,0,0,0.2286095,0.4821508,0.588867,0.6555014,0.3661389,0.1823909,EP,0,SE
19673,19673,128,141,0,0,0.2394387,0.5039687,0.615514,0.6851637,0.3827072,0.08051748,EP,0,SE
19674,19674,128,142,0,0.08072564,0.2414437,0.5039687,0.615514,0.6851637,0.3827072,0.02955136,EP,0,SE
19675,19675,128,143,0,0.3413325,0.229828,0.5039687,0.615514,0.6851637,0.3827072,0.03004449,EP,0,SE
19676,19676,128,144,0,0.2841818,0.2290183,0.5039687,0.615514,0.6851637,0.3827072,0.02807923,EP,0,SE
19677,19677,128,145,0,0.1613594,0.2355933,0.5039687,0.615514,0.6851637,0.3827072,0.02013844,EP,0,SE
19678,19678,128,146,0,0.1495443,0.2376897,0.5039687,0.615514,0.6851637,0.3827072,0.05856608,Ext_AF,0,SE
19679,19679,128,147,0.4738658,0,0.3818746,0.5039687,0.615514,0.6851637,0.3827072,0.01919569,Mix_P,0,SE
19680,19680,128,148,0.4752712,0,0.3808199,0.5039687,0.615514,0.6851637,0.3827072,0.07655796,Mix_Fa,0,SE
19681,19681,128,149,0.4872362,0,0.3812532,0.5039687,0.615514,0.6851637,0.3827072,0.03543987,Mix_Fa,0,SE
19682,19682,128,150,0.4731452,0,0.370893,0.4896549,0.598032,0.6657035,0.3718374,0.03420783,Multifun,0,SE
19683,19683,128,151,0.4297445,0,0.3433561,0.4575436,0.5588134,0.6220471,0.3474526,0.0386471,Mix_Fa,0,SE
19684,19684,128,152,0.2409975,0,0.1924946,0.2566857,0.3134989,0.3489734,0.1949237,0.04410877,Mix_Fa,0,SE
19685,19685,129,139,0,0,0.1383457,0.2919488,0.3565669,0.396915,0.2217021,0.05094136,EP,0,SE
19686,19686,129,140,0,0,0.1401192,0.2955726,0.3609928,0.4018417,0.224454,0.02204407,EP,0,SE
19687,19687,129,141,0,0.3398667,0.2355638,0.5018045,0.6128708,0.6822214,0.3810637,0.0748356,EP,0,SE
19688,19688,129,142,0,0.3398667,0.2290231,0.5018045,0.6128708,0.6822214,0.3810637,0.01808792,EP,0,SE
19689,19689,129,143,0,0.3398667,0.2277636,0.5018045,0.6128708,0.6822214,0.3810637,0.02569856,EP,0,SE
19690,19690,129,144,0,0.3398667,0.2277559,0.5018045,0.6128708,0.6822214,0.3810637,0.005682711,EP,0,SE
19691,19691,129,145,0,0.3415888,0.2281788,0.5018045,0.6128708,0.6822214,0.3810637,0.003422624,EP,0,SE
19692,19692,129,146,0,0.2993153,0.2308309,0.5018045,0.6128708,0.6822214,0.3810637,0.0312513,EP,0,SE
19693,19693,129,147,0,0.3003791,0.2313766,0.5018045,0.6128708,0.6822214,0.3810637,0.01083109,EP,0,SE
19694,19694,129,148,0.4849031,0,0.3778586,0.5018045,0.6128708,0.6822214,0.3810637,0.0375911,Mix_P,0,SE
19695,19695,129,149,0.4846063,0,0.3773199,0.5018045,0.6128708,0.6822214,0.3810637,0.01054948,Mix_P,0,SE
19696,19696,129,150,0.4842613,0,0.3766413,0.5018045,0.6128708,0.6822214,0.3810637,0.004650148,Mix_P,0,SE
19697,19697,129,151,0.4838529,0,0.3763149,0.5018045,0.6128708,0.6822214,0.3810637,0.0342479,Mix_P,0,SE
19698,19698,129,152,0,0.11287,0.2614694,0.5018045,0.6128708,0.6822214,0.3810637,0.03945404,Ext_AF,0,SE
19699,19699,129,153,0,0.1132005,0.2610255,0.5018045,0.6128708,0.6822214,0.3810637,0.03788715,Ext_AF,0,SE
19700,19700,129,154,0,0.1160847,0.2598786,0.5018045,0.6128708,0.6822214,0.3810637,0.01053504,Ext_AF,0,SE
19701,19701,129,155,0,0.1154209,0.2604689,0.5018045,0.6128708,0.6822214,0.3810637,0.06085628,Ext_AF,0,SE
19702,19702,129,156,0,0.1128012,0.2638428,0.4998189,0.6104456,0.6795218,0.3795558,0.01140675,Ext_AF,0,SE
19703,19703,129,157,0,0.1122565,0.2595726,0.4963824,0.6062486,0.6748498,0.3769463,0.09368371,Ext_AF,0,SE
19704,19704,129,158,0,0.116948,0.2597818,0.5018045,0.6128708,0.6822214,0.3810637,0.007877812,Ext_AF,0,SE
19705,19705,129,159,0,0.08655737,0.2244999,0.482881,0.5897588,0.6564941,0.3666934,0.01264613,Ext_AF,0,SE
19706,19706,130,140,0,0.2410537,0.1660338,0.3559096,0.4346843,0.4838719,0.270273,0.03039019,Ext_AF,0,SE
19707,19707,130,141,0,0.2847946,0.191761,0.4204919,0.5135609,0.5716739,0.319316,0.05333671,Ext_AF,0,SE
19708,19708,130,144,0,0.1296154,0.1948956,0.4996359,0.6102222,0.679273,0.3794169,0.00463724,MF,0,SE
19709,19709,130,146,0,0.1304109,0.1948956,0.4996359,0.6102222,0.679273,0.3794169,0.002753586,MF,0,SE
19710,19710,130,147,0,0.1065903,0.2657518,0.4996359,0.6102222,0.679273,0.3794169,0.01864962,Ext_AF,0,SE
19711,19711,130,148,0,0.1065862,0.2656865,0.4996359,0.6102222,0.679273,0.3794169,0.01504767,Ext_AF,0,SE
19712,19712,130,149,0,0.1067667,0.2652158,0.4996359,0.6102222,0.679273,0.3794169,0.009576441,Ext_AF,0,SE
19713,19713,130,150,0,0.107094,0.2640358,0.4996359,0.6102222,0.679273,0.3794169,0.003350316,Ext_AF,0,SE
19714,19714,130,151,0,0.1074225,0.2629828,0.4996359,0.6102222,0.679273,0.3794169,0.006671875,Ext_AF,0,SE
19715,19715,130,154,0,0.1083717,0.2627283,0.4996359,0.6102222,0.679273,0.3794169,0.006269261,Ext_AF,0,SE
19716,19716,130,155,0,0.1080837,0.2625573,0.4996359,0.6102222,0.679273,0.3794169,0,Ext_AF,0,SE
19717,19717,130,156,0,0.1089581,0.2662789,0.4996359,0.6102222,0.679273,0.3794169,0.00179738,Ext_AF,0,SE
19718,19718,130,157,0,0.1090675,0.2651146,0.4996359,0.6102222,0.679273,0.3794169,0.004896063,Ext_AF,0,SE
19719,19719,145,142,0,0.0318496,0,0.111489,0.1254811,0.1536858,0.05954215,0,UL,0,SE
19720,19720,145,143,0,0.03886818,0.06225191,0.1536851,0.172973,0.2118525,0.08207757,0,Multifun,0,SE
19721,19721,146,141,0,0.07813949,0.1122926,0.2772236,0.3120158,0.3821484,0.1480549,0.01690285,MF,0,SE
19722,19722,146,142,0,0.1173033,0.1685757,0.4161734,0.4684042,0.5736885,0.2222629,0,MF,0,SE
19723,19723,146,143,0,0.03481177,0,0.1318132,0.1483561,0.1817024,0.07039657,0,Multifun,0,SE
19724,19724,146,147,0,0.0144305,0,0.06401828,0.07205273,0.0882482,0.03418981,0,UL,0,SE
19725,19725,146,148,0,0.05822509,0.1488855,0.3263589,0.3673178,0.4498807,0.1742963,0,Ext_AF,0,SE
19726,19726,146,149,0,0.1231907,0.185504,0.4579651,0.5154408,0.6312977,0.2445823,0.002839741,MF,0,SE
19727,19727,147,135,0,0.130401,0.1802563,0.4557545,0.5129528,0.6282505,0.2434017,0.004734437,Ext_AF,0,SE
19728,19728,147,136,0,0.1304045,0.1802563,0.4656795,0.5496534,0.6282505,0.3159387,0.001496135,Ext_AF,0,SE
19729,19729,147,137,0,0.1241081,0.1802563,0.4557545,0.5129528,0.6282505,0.2434017,0.00156263,Ext_AF,0,SE
19730,19730,147,138,0,0.1223981,0.1802563,0.4557545,0.5129528,0.6282505,0.2434017,0,Ext_AF,0,SE
19731,19731,147,139,0,0.1320331,0.1802563,0.4557545,0.5129528,0.6282505,0.2434017,0.00521985,MF,0,SE
19732,19732,147,140,0,0.1308025,0.1846085,0.4557545,0.5129528,0.6282505,0.2434017,0.000984125,MF,0,SE
