,X,Latitude,Longitude,Crop.productivity,Forest.productivity,Grassland.productivity,Financial.capital,Human.capital,Social.capital,Manufactured.capital,Urban.capital,FR,BT,Region
5269,5269,33,61,0.2529997,0,0.646217,0.542122,0.7739443,0.574808,0.396511,0,Multifun,0,ES
5270,5270,33,62,0.1994145,0,0.338248,0.542122,0.7739443,0.574808,0.396511,0,Min_man,0,ES
5271,5271,33,63,0.2788651,0.5333114,0.4594088,0.542122,0.7739443,0.574808,0.396511,0,Multifun,0,ES
5272,5272,33,64,0.1053106,0,0.653307,0.542122,0.7739443,0.574808,0.396511,0.00128482,Multifun,0,ES
5273,5273,33,65,0.07664565,0,0.4721014,0.403166,0.5755679,0.4274739,0.2948778,0.01009886,Multifun,0,ES
5274,5274,34,62,0.2366743,0.3160321,0.4684366,0.5408057,0.7720651,0.5734123,0.3955483,0.002031002,Multifun,0,ES
5275,5275,34,63,0.2186688,0,0.4684366,0.5408057,0.7720651,0.5734123,0.3955483,0,Multifun,0,ES
5276,5276,34,64,0.2766544,0.5320164,0.4582933,0.5408057,0.7720651,0.5734123,0.3955483,0,Multifun,0,ES
5277,5277,34,65,0.1052849,0,0.650713,0.5408057,0.7720651,0.5734123,0.3955483,0.001607055,Multifun,0,ES
5278,5278,34,66,0.06912277,0,0.3930708,0.363671,0.5191842,0.3855978,0.265991,0.03095526,Multifun,0,ES
5279,5279,35,62,0.2414492,0,0.4672921,0.5394844,0.7701788,0.5720114,0.3945819,0,Multifun,0,ES
5280,5280,35,63,0.2274346,0.3152599,0.4672921,0.5394844,0.7701788,0.5720114,0.3945819,0,Multifun,0,ES
5281,5281,35,64,0.1993923,0.3152599,0.5657669,0.5394844,0.7701788,0.5720114,0.3945819,0,Multifun,0,ES
5282,5282,35,65,0.1034211,0,0.6316189,0.5394844,0.7701788,0.5720114,0.3945819,0.009687619,Multifun,0,ES
5283,5283,24,72,0,0,0,0.1860265,0.2334775,0.185293,0.1339578,0.000487446,Min_man,0,ES
5284,5284,25,71,0.09692336,0,0.1654619,0.3315031,0.4160617,0.330196,0.2387155,0.03606272,UMF,0,ES
5285,5285,25,72,0.210521,0,0.2185078,0.4377807,0.5494481,0.4360546,0.315246,0.05635127,Multifun,0,ES
5286,5286,26,72,0.1538768,0,0.1598874,0.3203346,0.4020443,0.3190715,0.230673,0,Multifun,0,ES
5287,5287,26,73,0.1250031,0,0.1298769,0.2602085,0.3265815,0.2591825,0.1873762,0.009153395,Min_man,0,ES
5288,5288,27,82,0.04860489,0,0.08871168,0.1595953,0.2003043,0.1589661,0.1149247,0.005094792,Multifun,0,ES
5289,5289,28,80,0.1427849,0,0.2105906,0.281786,0.3536629,0.2806749,0.2029142,0.03106442,Multifun,0,ES
5290,5290,28,81,0.1559084,0,0.2836288,0.511929,0.6425099,0.5099105,0.3686402,0.01711394,Mix_Fa,0,ES
5291,5291,28,82,0.1778623,0,0.3199981,0.5840153,0.7329837,0.5817126,0.4205496,0.01906371,EP,0,ES
5292,5292,28,83,0.1062932,0,0.1939929,0.3490162,0.438042,0.3476401,0.2513267,0.03276763,Multifun,0,ES
5293,5293,29,78,0.1082327,0,0.2596289,0.3983373,0.4999437,0.3967667,0.2868428,0.05568794,Multifun,0,ES
5294,5294,29,79,0.1326514,0,0.3179933,0.4882074,0.6127376,0.4862825,0.3515583,0.1841454,Multifun,0,ES
5295,5295,29,80,0.267205,0,0,0.5284791,0.6632816,0.5263954,0.380558,0.1503976,Multifun,0,ES
5296,5296,29,81,0.1774432,0,0.31863,0.5826389,0.7312563,0.5803416,0.4195585,0.02668218,Multifun,0,ES
5297,5297,29,82,0.1774432,0,0.3238458,0.5826389,0.7312563,0.5803416,0.4195585,0.01403957,Multifun,0,ES
5298,5298,29,83,0.1751806,0,0.3197161,0.5752098,0.7219322,0.5729418,0.4142088,0.02102234,Multifun,0,ES
5299,5299,29,84,0.06308756,0,0.1151388,0.2071495,0.2599884,0.2063327,0.1491684,0.03791759,Multifun,0,ES
5300,5300,30,79,0,0.1510815,0.1323095,0.2351343,0.2951115,0.2342072,0.1693203,0.006451175,Ext_AF,0,ES
5301,5301,30,80,0,0.3630469,0.3164879,0.5545393,0.6959892,0.5523529,0.399324,0.01661999,Ext_AF,0,ES
5302,5302,30,81,0,0.3939441,0.3302927,0.5812575,0.7295225,0.5789657,0.4185637,0.02013839,Ext_AF,0,ES
5303,5303,30,82,0.1651827,0,0.2825732,0.5423812,0.6807299,0.5402427,0.3905689,0.02923222,Multifun,0,ES
5304,5304,30,83,0.09081105,0,0.1657382,0.2981802,0.374239,0.2970046,0.2147197,0.009432051,Multifun,0,ES
5305,5305,30,84,0.08889956,0,0.1622483,0.2919038,0.3663616,0.2907529,0.2102001,0.01603242,Min_man,0,ES
5306,5306,31,81,0,0.1547778,0.1384138,0.2413634,0.3029295,0.2404117,0.1738059,0,Multifun,0,ES
5307,5307,31,82,0,0,0.1559869,0.3159132,0.3964952,0.3146677,0.2274893,0.02997354,Min_man,0,ES
5308,5308,31,87,0.08125998,0,0.1483058,0.2668191,0.3348783,0.2657671,0.1921365,0.01303247,EP,0,ES
5309,5309,31,88,0.1241176,0,0.2217993,0.4075432,0.5114978,0.4059363,0.293472,0.01332416,Multifun,0,ES
5310,5310,31,89,0.1401355,0,0.252615,0.4601384,0.5775088,0.4583241,0.3313458,0.05822836,Multifun,0,ES
5311,5311,32,87,0.06341699,0,0.1123662,0.2082312,0.261346,0.2074102,0.1499474,0.01098391,Multifun,0,ES
5312,5312,32,88,0,0,0.1205317,0.2474505,0.3105692,0.2464748,0.1781892,0.006984027,Min_man,0,ES
5313,5313,8,29,0.2325585,0,0.2140646,0.3218143,0.4664397,0.3577671,0.2239777,0.005591656,Multifun,0,ES
5314,5314,8,30,0.33671,0,0.3223635,0.4659392,0.6753352,0.5179935,0.3242864,0.01114186,Min_man,0,ES
5315,5315,8,31,0.1266671,0,0.1247501,0.1752818,0.2540546,0.1948641,0.1219934,0.08216066,Multifun,0,ES
5316,5316,9,27,0.2168116,0,0.1975307,0.3058677,0.4433266,0.340039,0.2128791,0.01887289,Mix_Fa,0,ES
5317,5317,9,28,0.3779419,0,0.4026081,0.5280127,0.765305,0.5870018,0.3674886,0.01427135,Mix_Fa,0,ES
5318,5318,9,29,0.3887165,0,0.3412012,0.5458204,0.7911155,0.6067989,0.3798824,0,Multifun,0,ES
5319,5319,9,30,0.3944361,0,0.4038859,0.5458204,0.7911155,0.6067989,0.3798824,0.001679758,Min_man,0,ES
5320,5320,9,31,0.3874553,0,0.3380825,0.5408313,0.7838844,0.6012526,0.3764102,0.07427794,Multifun,0,ES
5321,5321,9,32,0.09910057,0,0.09356847,0.1496817,0.2169496,0.166404,0.1041761,0.03615915,Multifun,0,ES
5322,5322,10,26,0.1161958,0,0.1145355,0.1793688,0.2599784,0.1994078,0.1248379,0.0768626,Multifun,0,ES
5323,5323,10,27,0.502913,0,0.3474705,0.5446743,0.7894544,0.6055248,0.3790848,0.0786267,Multifun,0,ES
5324,5324,10,28,0.3851482,0,0.4018295,0.5446743,0.7894544,0.6055248,0.3790848,0.005736668,IA,0,ES
5325,5325,10,29,0.3829849,0,0.4324783,0.5446743,0.7894544,0.6055248,0.3790848,0.004882935,Multifun,0,ES
5326,5326,10,30,0.2598848,0,0.4168884,0.5446743,0.7894544,0.6055248,0.3790848,0,Min_man,0,ES
5327,5327,10,31,0.3862293,0,0.4319548,0.5446743,0.7894544,0.6055248,0.3790848,0.00325876,Multifun,0,ES
5328,5328,10,32,0.342418,0,0.3007833,0.4811637,0.6974018,0.5349189,0.3348824,0.02790485,Multifun,0,ES
5329,5329,10,33,0.1325235,0,0.1258615,0.2063846,0.2991351,0.2294417,0.1436404,0.06528207,Multifun,0,ES
5330,5330,11,26,0.2693274,0,0.2288597,0.4069692,0.5898637,0.4524354,0.2832442,0.1621488,Multifun,0,ES
5331,5331,11,27,0.4959918,0,0.3394983,0.5435235,0.7877864,0.6042454,0.3782838,0.01415033,IA,0,ES
5332,5332,11,28,0.3212517,0,0.3308874,0.5435235,0.7877864,0.6042454,0.3782838,0.009225767,Mix_Fa,0,ES
5333,5333,11,29,0.3740913,0,0.332338,0.5435235,0.7877864,0.6042454,0.3782838,0.004685609,Multifun,0,ES
5334,5334,11,30,0.3080273,0,0.4046477,0.5435235,0.7877864,0.6042454,0.3782838,0,Min_man,0,ES
5335,5335,11,31,0.2962477,0,0.4376132,0.5435235,0.7877864,0.6042454,0.3782838,0.000644141,Min_man,0,ES
5336,5336,11,32,0.3072143,0,0.4387438,0.5435235,0.7877864,0.6042454,0.3782838,0,Min_man,0,ES
5337,5337,11,33,0.2466169,0,0.3879114,0.5435235,0.7877864,0.6042454,0.3782838,0.01442046,Min_man,0,ES
5338,5338,11,34,0.2805361,0,0.4371746,0.5415794,0.7849687,0.6020842,0.3769308,0.08407036,Min_man,0,ES
5339,5339,11,35,0.3871231,0,0.3919539,0.5430829,0.7871479,0.6037557,0.3779772,0.06350031,Min_man,0,ES
5340,5340,11,36,0.22175,0,0.2531351,0.3681071,0.5335368,0.4092317,0.2561968,0.1491699,Multifun,0,ES
5341,5341,12,25,0.1826337,0,0,0.2716766,0.3937698,0.3020281,0.1890827,0.04200148,IA,0,ES
5342,5342,12,26,0.3780935,0,0.3612556,0.5423679,0.7861116,0.6029608,0.3774796,0.000145142,Mix_Fa,0,ES
5343,5343,12,27,0.3622835,0,0,0.5423679,0.7861116,0.6029608,0.3774796,0.09163647,Multifun,0,ES
5344,5344,12,28,0.3859242,0,0.3396819,0.5423679,0.7861116,0.6029608,0.3774796,0.002654026,Mix_Fa,0,ES
5345,5345,12,29,0.3795263,0,0.3386811,0.5423679,0.7861116,0.6029608,0.3774796,0.02223783,Mix_Fa,0,ES
5346,5346,12,30,0.2986597,0,0.4378111,0.5423679,0.7861116,0.6029608,0.3774796,0.002612557,Multifun,0,ES
5347,5347,12,31,0,0,0.3983474,0.5423679,0.7861116,0.6029608,0.3774796,0.00405361,Min_man,0,ES
5348,5348,12,32,0.3038953,0,0.4283285,0.5423679,0.7861116,0.6029608,0.3774796,0.005411725,Multifun,0,ES
5349,5349,12,33,0.2637803,0.1243827,0.6226179,0.5423679,0.7861116,0.6029608,0.3774796,0.007215633,Multifun,0,ES
5350,5350,12,34,0.3062392,0,0.4378111,0.5423679,0.7861116,0.6029608,0.3774796,0.002965045,Min_man,0,ES
5351,5351,12,35,0.3622079,0,0.3848618,0.5423679,0.7861116,0.6029608,0.3774796,0.006251475,IA,0,ES
5352,5352,12,36,0.3476875,0,0.3471609,0.5423679,0.7861116,0.6029608,0.3774796,0.04661133,Multifun,0,ES
5353,5353,12,37,0.2808799,0,0,0.4515406,0.6544658,0.5019863,0.3142652,0.184948,Multifun,0,ES
5354,5354,12,38,0,0,0,0.4087227,0.5924053,0.4543848,0.2844646,0.02599278,UMF,0,ES
5355,5355,12,39,0.19587,0,0,0.3378992,0.4897533,0.375649,0.2351726,0.02542868,Multifun,0,ES
5356,5356,12,40,0.1716512,0,0.1921917,0.3205758,0.4646447,0.3563903,0.2231158,0.01391002,Min_man,0,ES
5357,5357,12,41,0.1749941,0,0.202504,0.3305895,0.4791585,0.3675227,0.2300851,0.009801037,Min_man,0,ES
5358,5358,12,42,0.2059763,0,0.2274543,0.3553509,0.5150478,0.3950504,0.2473187,0.02520011,Min_man,0,ES
5359,5359,12,43,0.219535,0,0.2694921,0.4310101,0.6247087,0.4791621,0.2999763,0.000675573,Min_man,0,ES
5360,5360,12,44,0,0,0.2044815,0.2983458,0.4324243,0.3316767,0.207644,0,UMF,0,ES
5361,5361,12,45,0,0,0,0.3006415,0.4357517,0.3342289,0.2092418,0.003114723,Min_man,0,ES
5362,5362,12,46,0,0,0,0.3493458,0.5063441,0.3883744,0.2431392,0.00412014,Min_man,0,ES
5363,5363,12,47,0,0,0,0.4858501,0.7041942,0.5401288,0.3381441,0.04406661,UMF,0,ES
5364,5364,12,48,0,0,0.1182967,0.2174712,0.3152042,0.2417669,0.1513566,0.04536461,Min_man,0,ES
5365,5365,12,50,0.1177081,0,0.1092564,0.200852,0.2911161,0.223291,0.1397898,0.02846042,Multifun,0,ES
5366,5366,12,51,0.1207516,0,0.1120814,0.2060453,0.2986434,0.2290645,0.1434043,0.00358406,UL,0,ES
5367,5367,13,25,0,0,0.2427593,0.4249321,0.6158993,0.4724052,0.2957461,0,UL,0,ES
5368,5368,13,26,0.3641323,0,0.3578654,0.5412079,0.7844302,0.6016711,0.3766722,0.002565588,Multifun,0,ES
5369,5369,13,27,0.3798121,0,0.3604511,0.5412079,0.7844302,0.6016711,0.3766722,0.02227303,Mix_Fa,0,ES
5370,5370,13,28,0.3469051,0,0.3520249,0.5412079,0.7844302,0.6016711,0.3766722,0.006672599,Multifun,0,ES
5371,5371,13,29,0.3441721,0,0.3435541,0.5412079,0.7844302,0.6016711,0.3766722,0.002627659,Multifun,0,ES
5372,5372,13,30,0.3032408,0,0.3552463,0.5412079,0.7844302,0.6016711,0.3766722,0.01090375,Mix_Fa,0,ES
5373,5373,13,31,0.281207,0,0.3808933,0.5412079,0.7844302,0.6016711,0.3766722,0.002193164,Multifun,0,ES
5374,5374,13,32,0.3013873,0,0.3552463,0.5412079,0.7844302,0.6016711,0.3766722,0.00590706,Multifun,0,ES
5375,5375,13,33,0.3085529,0,0.360716,0.5412079,0.7844302,0.6016711,0.3766722,0.002627659,Multifun,0,ES
5376,5376,13,34,0.3033901,0,0.3762974,0.5412079,0.7844302,0.6016711,0.3766722,0.002389721,Multifun,0,ES
5377,5377,13,35,0.3003427,0,0.3885923,0.5412079,0.7844302,0.6016711,0.3766722,0,Multifun,0,ES
5378,5378,13,36,0.3042655,0,0.3762974,0.5412079,0.7844302,0.6016711,0.3766722,0.00139659,Multifun,0,ES
5379,5379,13,37,0.3052293,0,0.4142625,0.5412079,0.7844302,0.6016711,0.3766722,0.003372507,Multifun,0,ES
5380,5380,13,38,0.3052262,0,0.4142625,0.5412079,0.7844302,0.6016711,0.3766722,0.002834561,Multifun,0,ES
5381,5381,13,39,0.2921585,0.2591859,0.3894463,0.5412079,0.7844302,0.6016711,0.3766722,0.001096582,Min_man,0,ES
5382,5382,13,40,0.2960376,0.2591859,0.302133,0.5412079,0.7844302,0.6016711,0.3766722,0.001872466,Min_man,0,ES
5383,5383,13,41,0.295676,0.2591859,0.302133,0.5412079,0.7844302,0.6016711,0.3766722,0,Min_man,0,ES
5384,5384,13,42,0.3388497,0,0.3351508,0.5412079,0.7844302,0.6016711,0.3766722,0.002544898,Min_man,0,ES
5385,5385,13,43,0.2811049,0.2591859,0.3894463,0.5412079,0.7844302,0.6016711,0.3766722,0.002441447,Min_man,0,ES
5386,5386,13,44,0,0.2591859,0,0.5412079,0.7844302,0.6016711,0.3766722,0.001551767,Min_man,0,ES
5387,5387,13,45,0.2864827,0,0.3269187,0.5412079,0.7844302,0.6016711,0.3766722,0.003382852,Min_man,0,ES
5388,5388,13,46,0.1994587,0.2591859,0.3244843,0.5412079,0.7844302,0.6016711,0.3766722,0.004758753,Min_man,0,ES
5389,5389,13,47,0.2811049,0.2591859,0.3894463,0.5412079,0.7844302,0.6016711,0.3766722,0,UL,0,ES
5390,5390,13,48,0.3045567,0,0.3423829,0.5412079,0.7844302,0.6016711,0.3766722,0.00679674,UL,0,ES
5391,5391,13,49,0.3228099,0,0.2934555,0.5394752,0.7819189,0.599745,0.3754663,0.06733733,Multifun,0,ES
5392,5392,13,50,0.343903,0,0.2943958,0.5412037,0.7844242,0.6016665,0.3766693,0.007624291,Multifun,0,ES
5393,5393,13,51,0.3359764,0,0.2943829,0.5411801,0.7843899,0.6016403,0.3766529,0.005906757,Multifun,0,ES
5394,5394,13,52,0.1090674,0,0.1012362,0.186108,0.2697461,0.2068998,0.1295283,0.008142955,UL,0,ES
5395,5395,14,23,0.1601775,0,0,0.2398427,0.3476296,0.2666377,0.1669268,0.006610937,Min_man,0,ES
5396,5396,14,24,0.3312383,0,0.2797281,0.4896433,0.7096922,0.5443459,0.3407841,0.008133376,Min_man,0,ES
5397,5397,14,25,0.3598,0,0.303694,0.5400431,0.7827419,0.6003762,0.3758615,0.005460787,Min_man,0,ES
5398,5398,14,26,0.3767504,0,0.3597222,0.5400431,0.7827419,0.6003762,0.3758615,0.003416863,Multifun,0,ES
5399,5399,14,27,0.3797702,0,0.3590881,0.5400431,0.7827419,0.6003762,0.3758615,0.002188444,Mix_Fa,0,ES
5400,5400,14,28,0.3797702,0,0.3595978,0.5400431,0.7827419,0.6003762,0.3758615,0.01511265,Multifun,0,ES
5401,5401,14,29,0.378723,0,0,0.5400431,0.7827419,0.6003762,0.3758615,0.002869752,Multifun,0,ES
5402,5402,14,30,0.36825,0,0.3803822,0.5400431,0.7827419,0.6003762,0.3758615,0.0141423,Multifun,0,ES
5403,5403,14,31,0.2913039,0,0.3854274,0.5400431,0.7827419,0.6003762,0.3758615,0.01595913,Multifun,0,ES
5404,5404,14,32,0.2767258,0,0.3854274,0.5400431,0.7827419,0.6003762,0.3758615,0,Multifun,0,ES
5405,5405,14,33,0.2937455,0,0,0.5400431,0.7827419,0.6003762,0.3758615,0.004015588,Multifun,0,ES
5406,5406,14,34,0.2897043,0,0.3754876,0.5400431,0.7827419,0.6003762,0.3758615,0.01217064,Multifun,0,ES
5407,5407,14,35,0.281573,0,0.3737638,0.5400431,0.7827419,0.6003762,0.3758615,0.004862062,Mix_Fa,0,ES
5408,5408,14,36,0.2771704,0,0.3728383,0.5400431,0.7827419,0.6003762,0.3758615,0.02181218,IA,0,ES
5409,5409,14,37,0.29055,0,0.3754876,0.5400431,0.7827419,0.6003762,0.3758615,0.005274976,Multifun,0,ES
5410,5410,14,38,0.2925313,0.2586281,0.3092888,0.5400431,0.7827419,0.6003762,0.3758615,4.13E-05,Multifun,0,ES
5411,5411,14,39,0,0.2586281,0.3800863,0.5400431,0.7827419,0.6003762,0.3758615,0.006389844,Multifun,0,ES
5412,5412,14,40,0.3349233,0,0.3441483,0.5400431,0.7827419,0.6003762,0.3758615,0.007133089,Int_Fa,0,ES
5413,5413,14,41,0.330138,0,0.3237666,0.5400431,0.7827419,0.6003762,0.3758615,0.02246252,Multifun,0,ES
5414,5414,14,42,0.2922087,0.3323757,0.3886081,0.5400431,0.7827419,0.6003762,0.3758615,0.1346925,Multifun,0,ES
5415,5415,14,43,0.3084437,0,0.7714688,0.5400431,0.7827419,0.6003762,0.3758615,0.003076209,UL,0,ES
5416,5416,14,44,0.2517108,0,0.4891941,0.5400431,0.7827419,0.6003762,0.3758615,0,UL,0,ES
5417,5417,14,45,0.250387,0,0.4891941,0.5400431,0.7827419,0.6003762,0.3758615,0,Min_man,0,ES
5418,5418,14,46,0.2736453,0,0.5845901,0.5400431,0.7827419,0.6003762,0.3758615,0.00126971,Min_man,0,ES
5419,5419,14,47,0.2839653,0,0.3886081,0.5400431,0.7827419,0.6003762,0.3758615,0.001321325,Min_man,0,ES
5420,5420,14,48,0.2729044,0,0.3376657,0.5400431,0.7827419,0.6003762,0.3758615,0,UL,0,ES
5421,5421,14,49,0.3037122,0,0.3349208,0.5400431,0.7827419,0.6003762,0.3758615,0.003045241,UL,0,ES
5422,5422,14,50,0.2790715,0,0.3380287,0.5400431,0.7827419,0.6003762,0.3758615,0,Min_man,0,ES
5423,5423,14,51,0.2818041,0,0.3380287,0.5400431,0.7827419,0.6003762,0.3758615,0.004387211,Multifun,0,ES
5424,5424,14,52,0.2917013,0,0.273775,0.4915334,0.7124316,0.5464471,0.3420996,0.00900098,Min_man,0,ES
5425,5425,15,19,0.3526588,0,0.327809,0.5297567,0.7678328,0.5889407,0.3687024,0.02827243,Min_man,0,ES
5426,5426,15,20,0.2893689,0,0.2731733,0.4414625,0.6398586,0.4907823,0.307251,0.02723946,IA,0,ES
5427,5427,15,21,0.2834396,0,0.2425207,0.4312618,0.6250737,0.4794421,0.3001515,0.03281742,IA,0,ES
5428,5428,15,22,0.3398886,0,0.3392944,0.530848,0.7694146,0.5901539,0.3694619,0.1509988,Multifun,0,ES
5429,5429,15,23,0.3516241,0,0.3030364,0.5388737,0.7810471,0.5990763,0.3750477,0.005016343,Multifun,0,ES
5430,5430,15,24,0.3545149,0,0.3030364,0.5388737,0.7810471,0.5990763,0.3750477,0.01526534,Multifun,0,ES
5431,5431,15,25,0.3564773,0,0.3030364,0.5388737,0.7810471,0.5990763,0.3750477,0.001462671,Multifun,0,ES
5432,5432,15,26,0.3436515,0,0.3564882,0.5388737,0.7810471,0.5990763,0.3750477,0.01569796,Mix_Fa,0,ES
5433,5433,15,27,0.3252331,0,0.3641818,0.5388737,0.7810471,0.5990763,0.3750477,0.04512648,Multifun,0,ES
5434,5434,15,28,0.3211291,0,0,0.5388737,0.7810471,0.5990763,0.3750477,0.1205467,Multifun,0,ES
5435,5435,15,29,0.3587652,0,0,0.5388737,0.7810471,0.5990763,0.3750477,0.02740963,Multifun,0,ES
5436,5436,15,30,0.3652311,0,0.3795586,0.5388737,0.7810471,0.5990763,0.3750477,0.03217876,IA,0,ES
5437,5437,15,31,0.3779412,0,0,0.5388737,0.7810471,0.5990763,0.3750477,0.01359666,Multifun,0,ES
5438,5438,15,32,0.3481413,0,0.3449243,0.5388737,0.7810471,0.5990763,0.3750477,0.009661867,Multifun,0,ES
5439,5439,15,33,0.3703184,0,0.3738863,0.5388737,0.7810471,0.5990763,0.3750477,0.01273142,Multifun,0,ES
5440,5440,15,34,0.2901633,0,0.3746745,0.5388737,0.7810471,0.5990763,0.3750477,0.0166147,Multifun,0,ES
5441,5441,15,35,0.2841923,0,0.3746745,0.5388737,0.7810471,0.5990763,0.3750477,0.009661867,Mix_Fa,0,ES
5442,5442,15,36,0.2932084,0,0.3746745,0.5388737,0.7810471,0.5990763,0.3750477,0.004408613,Multifun,0,ES
5443,5443,15,37,0.3038418,0,0.405223,0.5388737,0.7810471,0.5990763,0.3750477,0.008549413,Mix_Fa,0,ES
5444,5444,15,38,0.3039074,0,0.4124758,0.5388737,0.7810471,0.5990763,0.3750477,7.21E-05,IA,0,ES
5445,5445,15,39,0.3363911,0,0.3434031,0.5388737,0.7810471,0.5990763,0.3750477,0.004882436,IA,0,ES
5446,5446,15,40,0.3341831,0,0.3434031,0.5388737,0.7810471,0.5990763,0.3750477,0.009476458,Int_Fa,0,ES
5447,5447,15,41,0.3260002,0,0.3434031,0.5388737,0.7810471,0.5990763,0.3750477,0.04496167,Int_Fa,0,ES
5448,5448,15,42,0.293336,0,0.3877667,0.5388737,0.7810471,0.5990763,0.3750477,0.1015114,Multifun,0,ES
5449,5449,15,43,0.2798926,0.2580681,0.3877667,0.5388737,0.7810471,0.5990763,0.3750477,0,Min_man,0,ES
5450,5450,15,44,0.2891068,0.2580681,0.30083,0.5388737,0.7810471,0.5990763,0.3750477,0.003574273,Multifun,0,ES
5451,5451,15,45,0.2826893,0,0.3230848,0.5388737,0.7810471,0.5990763,0.3750477,0.03673158,IA,0,ES
5452,5452,15,46,0.2861045,0,0.3230849,0.5388737,0.7810471,0.5990763,0.3750477,0.000978547,Multifun,0,ES
5453,5453,15,47,0.2720129,0,0.5586859,0.5388737,0.7810471,0.5990763,0.3750477,0,Min_man,0,ES
5454,5454,15,48,0.1245579,0,0.5570963,0.5388737,0.7810471,0.5990763,0.3750477,0.002194006,Multifun,0,ES
5455,5455,15,49,0,0.2580681,0,0.5388737,0.7810471,0.5990763,0.3750477,0,Min_man,0,ES
5456,5456,15,50,0,0,0,0.5388737,0.7810471,0.5990763,0.3750477,0.02992295,UL,0,ES
5457,5457,15,51,0,0,0.3372968,0.5388737,0.7810471,0.5990763,0.3750477,0.000937345,UL,0,ES
5458,5458,15,52,0.3178943,0,0.2931283,0.5388737,0.7810471,0.5990763,0.3750477,0.00475883,Multifun,0,ES
5459,5459,15,53,0.1456877,0,0.1352271,0.2485952,0.3603155,0.2763681,0.1730184,0.009057053,Multifun,0,ES
5460,5460,16,19,0.3291881,0,0.3328472,0.5376997,0.7793454,0.597771,0.3742306,0,Multifun,0,ES
5461,5461,16,20,0.3494379,0,0.3327241,0.5376997,0.7793454,0.597771,0.3742306,0.001778104,Multifun,0,ES
5462,5462,16,21,0.3523031,0,0.3327241,0.5376997,0.7793454,0.597771,0.3742306,0.002477012,Mix_Fa,0,ES
5463,5463,16,22,0.3598673,0,0.3327241,0.5376997,0.7793454,0.597771,0.3742306,0.007276864,Multifun,0,ES
5464,5464,16,23,0.3572343,0,0.3327241,0.5376997,0.7793454,0.597771,0.3742306,0.01415288,Multifun,0,ES
5465,5465,16,24,0.3655073,0,0.3327241,0.5376997,0.7793454,0.597771,0.3742306,0.01843883,Multifun,0,ES
5466,5466,16,25,0.3632699,0,0.3571624,0.5376997,0.7793454,0.597771,0.3742306,0.01039111,IA,0,ES
5467,5467,16,26,0.3553317,0,0.3571624,0.5376997,0.7793454,0.597771,0.3742306,0.03635348,IA,0,ES
5468,5468,16,27,0.3516422,0,0.3571623,0.5376997,0.7793454,0.597771,0.3742306,0.1814899,Mix_Fa,0,ES
5469,5469,16,28,0.3123041,0,0.3441728,0.5376997,0.7793454,0.597771,0.3742306,0.3149813,Multifun,0,ES
5470,5470,16,29,0.3518476,0,0,0.5376997,0.7793454,0.597771,0.3742306,0.07133999,Multifun,0,ES
5471,5471,16,30,0.3781223,0,0,0.5376997,0.7793454,0.597771,0.3742306,0.01671212,IA,0,ES
5472,5472,16,31,0.3715506,0,0,0.5376997,0.7793454,0.597771,0.3742306,0.006937688,Multifun,0,ES
5473,5473,16,32,0.3264508,0,0.3278286,0.5376997,0.7793454,0.597771,0.3742306,0.002785353,Mix_Fa,0,ES
5474,5474,16,33,0.3281942,0,0.3278286,0.5376997,0.7793454,0.597771,0.3742306,0,Multifun,0,ES
5475,5475,16,34,0.3267422,0,0.3278286,0.5376997,0.7793454,0.597771,0.3742306,0.009681929,Multifun,0,ES
5476,5476,16,35,0.3182262,0,0.3278286,0.5376997,0.7793454,0.597771,0.3742306,0.01380343,Multifun,0,ES
5477,5477,16,36,0.1871481,0,0.3278286,0.5376997,0.7793454,0.597771,0.3742306,0.007276864,Multifun,0,ES
5478,5478,16,37,0.2926273,0,0.4120706,0.5376997,0.7793454,0.597771,0.3742306,0.0278227,Multifun,0,ES
5479,5479,16,38,0.2909628,0,0.3545359,0.5376997,0.7793454,0.597771,0.3742306,0.006536844,Multifun,0,ES
5480,5480,16,39,0.2945902,0.2575058,0.3001746,0.5376997,0.7793454,0.597771,0.3742306,0,Mix_Fa,0,ES
5481,5481,16,40,0.2950248,0.2671481,0,0.5376997,0.7793454,0.597771,0.3742306,0.00845884,IA,0,ES
5482,5482,16,41,0.281422,0.2575058,0.3869218,0.5376997,0.7793454,0.597771,0.3742306,0,Multifun,0,ES
5483,5483,16,42,0.2814576,0.2575058,0.3869218,0.5376997,0.7793454,0.597771,0.3742306,0.001582821,Multifun,0,ES
5484,5484,16,43,0.2814916,0,0.3869218,0.5376997,0.7793454,0.597771,0.3742306,0,Multifun,0,ES
5485,5485,16,44,0.2816698,0,0.3869218,0.5376997,0.7793454,0.597771,0.3742306,0.00290869,Multifun,0,ES
5486,5486,16,45,0.289951,0,0,0.5376997,0.7793454,0.597771,0.3742306,0.002548958,Multifun,0,ES
5487,5487,16,46,0.2851535,0.3707645,0.322381,0.5376997,0.7793454,0.597771,0.3742306,0,Multifun,0,ES
5488,5488,16,47,0.2701171,0.3707645,0.3042002,0.5376997,0.7793454,0.597771,0.3742306,0.01341286,Multifun,0,ES
5489,5489,16,48,0.2929009,0.2866764,0.3001746,0.5376997,0.7793454,0.597771,0.3742306,0,Multifun,0,ES
5490,5490,16,49,0.2792256,0.2575058,0,0.5376997,0.7793454,0.597771,0.3742306,0.002322841,Min_man,0,ES
